game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,pick_sportsplays,spread_percentage_sportsplays,spread_percentage_vegas
,2015,12,20151129,1:00p,Indianapolis,Tampa Bay,IND,TB,25,12,13,-2.5,1,41,-150,130,46,46,5383,38,37
,2015,12,20151129,1:00p,N.Y. Giants,Washington,NYG,WAS,14,20,-6,-2.5,0,67,-135,115,47.5,47.5,14109,75,81
,2015,12,20151129,1:00p,Washington,N.Y. Giants,WAS,NYG,20,14,6,2.5,1,33,115,-135,47.5,47.5,4740,25,19
,2015,12,20151129,1:00p,Oakland,Tennessee,OAK,TEN,24,21,3,0,1,60,-128,108,44,44,7335,70,68
,2015,12,20151129,1:00p,Tennessee,Oakland,TEN,OAK,21,24,-3,0,0,40,108,-128,44,44,3180,30,32
,2015,12,20151129,1:00p,Buffalo,Kansas City,BUF,KC,22,30,-8,7,0,56,220,-260,41.5,41.5,4992,35,36
,2015,12,20151129,1:00p,Kansas City,Buffalo,KC,BUF,30,22,8,-7,1,44,-260,220,41.5,41.5,9347,65,64
,2015,12,20151129,1:00p,Miami,N.Y. Jets,MIA,NYJ,20,38,-18,4,0,50,170,-200,43,43,5511,47,36
,2015,12,20151129,1:00p,N.Y. Jets,Miami,NYJ,MIA,38,20,18,-4,1,50,-200,170,43,43,6214,53,64
,2015,12,20151129,1:00p,San Diego,Jacksonville,SD,JAC,31,25,6,5,1,58,200,-220,47,47,7519,59,63
,2015,12,20151129,1:00p,Jacksonville,San Diego,JAC,SD,25,31,-6,-5,0,42,-220,200,47,47,5210,41,37
,2015,12,20151129,4:05p,Arizona,San Francisco,ARI,SF,19,13,6,-9.5,1,62,-400,325,45,45,14566,69,77
,2015,12,20151129,4:05p,San Francisco,Arizona,SF,ARI,13,19,-6,9.5,0,38,325,-400,45,45,6468,31,23
,2015,12,20151129,4:25p,Pittsburgh,Seattle,PIT,SEA,30,39,-9,2.5,0,54,130,-150,46.5,46.5,13118,65,52
,2015,12,20151129,4:25p,Seattle,Pittsburgh,SEA,PIT,39,30,9,-2.5,1,46,-150,130,46.5,46.5,7048,35,48
,2015,12,20151129,8:30p,New England,Denver,NE,DEN,24,30,-6,-2.5,0,60,-135,115,43,43,14366,61,79
,2015,12,20151129,8:30p,Denver,New England,DEN,NE,30,24,6,2.5,1,40,115,-135,43,43,9045,39,21
,2015,12,20151130,8:30p,Baltimore,Cleveland,BAL,CLE,33,27,6,6,1,51,220,-260,41.5,41.5,9495,43,51
,2015,12,20151130,8:30p,Cleveland,Baltimore,CLE,BAL,27,33,-6,-6,0,49,-260,220,41.5,41.5,12605,57,49
,2015,13,20151203,8:25p,Green Bay,Detroit,GB,DET,27,23,4,-2,1,62,-127,107,46.5,46.5,18705,73,77
,2015,13,20151203,8:25p,Detroit,Green Bay,DET,GB,23,27,-4,2,0,38,107,-127,46.5,46.5,7031,27,23
,2015,13,20151206,1:00p,San Francisco,Chicago,SF,CHI,26,20,6,8.5,1,49,250,-300,43.5,43.5,5602,35,42
,2015,13,20151206,1:00p,Chicago,San Francisco,CHI,SF,20,26,-6,-8.5,0,51,-300,250,43.5,43.5,10566,65,58
,2015,13,20151206,1:00p,Cincinnati,Cleveland,CIN,CLE,37,3,34,-10.5,1,53,-440,350,43.5,43.5,12270,80,60
,2015,13,20151206,1:00p,Cleveland,Cincinnati,CLE,CIN,3,37,-34,10.5,0,47,350,-440,43.5,43.5,3129,20,40
,2015,13,20151206,1:00p,Jacksonville,Tennessee,JAC,TEN,39,42,-3,1,0,53,113,-133,43.5,43.5,3967,45,50
,2015,13,20151206,1:00p,Tennessee,Jacksonville,TEN,JAC,42,39,3,-1,1,47,-133,113,43.5,43.5,4899,55,50
,2015,13,20151206,1:00p,Houston,Buffalo,HOU,BUF,21,30,-9,3,0,60,155,-175,41.5,41.5,7685,61,56
,2015,13,20151206,1:00p,Buffalo,Houston,BUF,HOU,30,21,9,-3,1,40,-175,155,41.5,41.5,4955,39,44
,2015,13,20151206,1:00p,Baltimore,Miami,BAL,MIA,13,15,-2,3.5,0,57,165,-190,42.5,42.5,4326,51,47
,2015,13,20151206,1:00p,Miami,Baltimore,MIA,BAL,15,13,2,-3.5,1,43,-190,165,42.5,42.5,4135,49,53
,2015,13,20151206,4:25p,Carolina,New Orleans,CAR,NO,41,38,3,-7,1,57,-250,210,50,50,16044,71,58
,2015,13,20151206,4:25p,New Orleans,Carolina,NO,CAR,38,41,-3,7,0,43,210,-250,50,50,6476,29,32
,2015,13,20151206,1:00p,Seattle,Minnesota,SEA,MIN,38,7,31,-1,1,55,-130,110,42,42,8549,57,58
,2015,13,20151206,1:00p,Minnesota,Seattle,MIN,SEA,7,38,-31,1,0,45,110,-130,42,42,6527,43,42
,2015,13,20151206,1:00p,Arizona,Los Angeles,ARI,LA,27,3,24,-4.5,1,64,-210,175,43,43,12446,83,74
,2015,13,20151206,1:00p,Los Angeles,Arizona,LA,ARI,3,27,-24,4.5,0,36,175,-210,43,43,2578,17,26
,2015,13,20151206,1:00p,Atlanta,Tampa Bay,ATL,TB,19,23,-4,0,0,56,108,-128,46,46,4457,55,77
,2015,13,20151206,1:00p,Tampa Bay,Atlanta,TB,ATL,23,19,4,0,1,44,-128,108,46,46,3707,45,23
,2015,13,20151206,1:00p,N.Y. Jets,N.Y. Giants,NYJ,NYG,23,20,3,-1.5,1,41,-137,117,46.5,46.5,3610,31,36
,2015,13,20151206,1:00p,N.Y. Giants,N.Y. Jets,NYG,NYJ,20,23,-3,1.5,0,59,117,-137,46.5,46.5,8214,69,64
,2015,13,20151206,4:05p,Denver,San Diego,DEN,SD,17,3,14,-5.5,1,55,-235,195,45,45,10956,68,58
,2015,13,20151206,4:05p,San Diego,Denver,SD,DEN,3,17,-14,5.5,0,45,195,-235,45,45,5187,32,42
,2015,13,20151206,4:05p,Kansas City,Oakland,KC,OAK,34,20,14,-3,1,53,-155,135,45.5,45.5,9310,56,56
,2015,13,20151206,4:05p,Oakland,Kansas City,OAK,KC,20,34,-14,3,0,47,135,-155,45.5,45.5,7280,44,44
,2015,13,20151206,4:25p,Philadelphia,New England,PHI,NE,35,28,7,11.5,1,39,380,-475,49.5,49.5,4302,22,26
,2015,13,20151206,4:25p,New England,Philadelphia,NE,PHI,28,35,-7,-11.5,0,61,-475,380,49.5,49.5,14901,78,74
,2015,13,20151206,8:30p,Indianapolis,Pittsburgh,IND,PIT,10,45,-35,10.5,0,56,365,-460,50.5,50.5,5427,49,59
,2015,13,20151206,8:30p,Pittsburgh,Indianapolis,PIT,IND,45,10,35,-10.5,1,44,-460,365,50.5,50.5,5640,51,41
,2015,13,20151207,8:30p,Dallas,Washington,DAL,WAS,19,16,3,0,1,0,108,-118,43,43,9394,30,29
,2015,13,20151207,8:30p,Washington,Dallas,WAS,DAL,16,19,-3,0,0,61,-118,108,43,43,21709,70,71
,2015,14,20151210,8:25p,Minnesota,Arizona,MIN,ARI,20,23,-3,11.5,0,52,380,-475,46.5,46.5,11487,45,52
,2015,14,20151210,8:25p,Arizona,Minnesota,ARI,MIN,23,20,3,-11.5,1,48,-475,380,46.5,46.5,13886,55,48
,2015,14,20151213,1:00p,Pittsburgh,Cincinnati,PIT,CIN,33,20,13,2.5,1,49,125,-145,50,50,7911,48,43
,2015,14,20151213,1:00p,Cincinnati,Pittsburgh,CIN,PIT,20,33,-13,-2.5,0,51,-145,125,50,50,8606,52,57
,2015,14,20151213,1:00p,Buffalo,Philadelphia,BUF,PHI,20,23,-3,0,0,0,,,47,47,8941,66,65
,2015,14,20151213,1:00p,Philadelphia,Buffalo,PHI,BUF,23,20,3,0,1,43,,,47,47,4579,34,35
,2015,14,20151213,1:00p,Atlanta,Carolina,ATL,CAR,0,38,-38,9,0,48,320,-390,46.5,46.5,6639,38,53
,2015,14,20151213,1:00p,Carolina,Atlanta,CAR,ATL,38,0,38,-9,1,52,-390,320,46.5,46.5,11055,62,47
,2015,14,20151213,1:00p,San Francisco,Cleveland,SF,CLE,10,24,-14,1,0,56,108,-118,41.5,41.5,6276,62,59
,2015,14,20151213,1:00p,Cleveland,San Francisco,CLE,SF,24,10,14,-1,1,44,-118,108,41.5,41.5,3831,38,41
,2015,14,20151213,1:00p,Washington,Chicago,WAS,CHI,24,21,3,3.5,1,48,165,-190,43.5,43,3947,41,40
,2015,14,20151213,1:00p,Chicago,Washington,CHI,WAS,21,24,-3,-3.5,0,52,-190,165,43,43.5,5578,59,60
,2015,14,20151213,1:00p,Detroit,Los Angeles,DET,LA,14,21,-7,-2.5,0,62,-160,140,41.5,41.5,9334,74,67
,2015,14,20151213,1:00p,Los Angeles,Detroit,LA,DET,21,14,7,2.5,1,38,140,-160,41.5,41.5,3325,26,33
,2015,14,20151213,1:00p,San Diego,Kansas City,SD,KC,3,10,-7,11.5,0,58,415,-525,44.5,44.5,5591,44,52
,2015,14,20151213,1:00p,Kansas City,San Diego,KC,SD,10,3,7,-11.5,1,42,-525,415,44.5,44.5,7158,56,48
,2015,14,20151213,1:00p,New Orleans,Tampa Bay,NO,TB,24,17,7,4.5,1,45,180,-220,50.5,50.5,4588,54,53
,2015,14,20151213,1:00p,Tampa Bay,New Orleans,TB,NO,17,24,-7,-4.5,0,55,-220,180,50.5,50.5,3967,46,47
,2015,14,20151213,1:00p,Indianapolis,Jacksonville,IND,JAC,16,51,-35,0,0,54,,,46,46,3601,57,56
,2015,14,20151213,1:00p,Jacksonville,Indianapolis,JAC,IND,51,16,35,0,1,0,,,46,46,2718,43,44
,2015,14,20151213,1:00p,Tennessee,N.Y. Jets,TEN,NYJ,8,30,-22,8.5,0,56,285,-345,43.5,43.5,3991,39,44
,2015,14,20151213,1:00p,N.Y. Jets,Tennessee,NYJ,TEN,30,8,22,-8.5,1,44,-345,285,43.5,43.5,6200,61,56
,2015,14,20151213,8:30p,New England,Houston,NE,HOU,27,6,21,-5,1,63,-230,190,46,46,16202,80,74
,2015,14,20151213,8:30p,Houston,New England,HOU,NE,6,27,-21,5,0,37,190,-230,46,46,4159,20,26
,2015,14,20151213,4:05p,Oakland,Denver,OAK,DEN,15,12,3,7,1,48,220,-260,43,43,5263,37,41
,2015,14,20151213,4:05p,Denver,Oakland,DEN,OAK,12,15,-3,-7,0,52,-260,220,43,43,8943,63,59
,2015,14,20151213,4:25p,Dallas,Green Bay,DAL,GB,7,28,-21,7,0,40,235,-275,42.5,42.5,4366,25,27
,2015,14,20151213,4:25p,Green Bay,Dallas,GB,DAL,28,7,21,-7,1,60,-275,235,42.5,42.5,13069,75,73
,2015,14,20151213,1:00p,Seattle,Baltimore,SEA,BAL,35,6,29,-13,1,61,-750,525,40.5,40.5,9439,77,76
,2015,14,20151213,1:00p,Baltimore,Seattle,BAL,SEA,6,35,-29,13,0,0,525,-750,40.5,40.5,2748,23,24
,2015,14,20151214,8:30p,N.Y. Giants,Miami,NYG,MIA,31,24,7,-1,1,61,-133,113,47.5,47.5,22355,76,77
,2015,14,20151214,8:30p,Miami,N.Y. Giants,MIA,NYG,24,31,-7,1,0,39,113,-133,47.5,47.5,7033,24,23
,2015,15,20151217,8:25p,Tampa Bay,Los Angeles,TB,LA,23,31,-8,0,0,53,105,-115,41,41,3517,51,45
,2015,15,20151217,8:25p,Los Angeles,Tampa Bay,LA,TB,31,23,8,0,1,47,-115,105,41,41,3321,49,55
,2015,15,20151219,8:25p,N.Y. Jets,Dallas,NYJ,DAL,19,16,3,-3.5,1,66,-175,155,41,41,14872,77,83
,2015,15,20151219,8:25p,Dallas,N.Y. Jets,DAL,NYJ,16,19,-3,3.5,0,34,155,-175,41,41,4427,23,17
,2015,15,20151220,1:00p,Carolina,N.Y. Giants,CAR,NYG,38,35,3,-3.5,1,54,-190,165,48,48,7074,55,59
,2015,15,20151220,1:00p,N.Y. Giants,Carolina,NYG,CAR,35,38,-3,3.5,0,46,165,-190,48,48,5828,45,41
,2015,15,20151220,4:05p,Cleveland,Seattle,CLE,SEA,13,30,-17,16,0,40,660,-1020,45.5,45.5,2906,19,16
,2015,15,20151220,4:05p,Seattle,Cleveland,SEA,CLE,30,13,17,-16,1,60,-1020,660,45.5,45.5,12598,81,84
,2015,15,20151220,4:05p,Green Bay,Oakland,GB,OAK,30,20,10,-4,1,66,-210,175,47,47,10659,75,82
,2015,15,20151220,4:05p,Oakland,Green Bay,OAK,GB,20,30,-10,4,0,34,175,-210,47,47,3554,25,18
,2015,15,20151220,4:25p,Miami,San Diego,MIA,SD,14,30,-16,0,0,0,-105,-105,47,47,2250,45,34
,2015,15,20151220,4:25p,San Diego,Miami,SD,MIA,30,14,16,0,1,0,-105,-105,47,47,2754,55,66
,2015,15,20151220,4:25p,Denver,Pittsburgh,CHI,MIN,27,34,-7,5.5,0,52,195,-235,43,43,6682,48,56
,2015,15,20151220,4:25p,Pittsburgh,Denver,MIN,CHI,34,27,7,-5.5,1,48,-235,195,43,43,7267,52,44
,2015,15,20151220,4:25p,Cincinnati,San Francisco,CIN,SF,24,14,10,-7.5,1,57,-300,250,40.5,40.5,6311,62,53
,2015,15,20151220,4:25p,San Francisco,Cincinnati,SF,CIN,14,24,-10,7.5,0,43,250,-300,40.5,40.5,3817,38,47
,2015,15,20151221,8:30p,Detroit,New Orleans,DET,NO,35,27,8,2.5,1,40,113,-133,52,52,2990,30,32
,2015,15,20151221,8:30p,New Orleans,Detroit,NO,DET,27,35,-8,-2.5,0,0,-133,113,52,52,6911,70,68
,2015,16,20151224,8:25p,San Diego,Oakland,SD,OAK,20,23,-3,4,0,41,175,-210,45,45,10498,37,28
,2015,16,20151224,8:25p,Oakland,San Diego,OAK,SD,23,20,3,-4,1,59,-210,175,45,45,18257,63,72
,2015,17,20160103,1:00p,N.Y. Jets,Buffalo,NYJ,BUF,17,22,-5,-3,0,60,-155,145,41.5,41.5,14017,68,66
,2015,17,20160103,1:00p,Buffalo,N.Y. Jets,BUF,NYJ,22,17,5,3,1,40,145,-155,41.5,41.5,6697,32,34
,2015,17,20160103,4:25p,Tampa Bay,Carolina,TB,CAR,10,38,-28,10.5,0,47,335,-420,44.5,44.5,9024,34,29
,2015,17,20160103,4:25p,Carolina,Tampa Bay,CAR,TB,38,10,28,-10.5,1,53,-420,335,44.5,44.5,17300,66,71
,2015,17,20160103,1:00p,New England,Miami,NE,MIA,10,20,-10,-9.5,0,50,-410,365,46.5,46.5,13664,75,66
,2015,17,20160103,1:00p,Miami,New England,MIA,NE,20,10,10,9.5,1,50,365,-410,46.5,46.5,4560,25,34
,2015,17,20160103,1:00p,Baltimore,Cincinnati,BAL,CIN,16,24,-8,9.5,0,50,355,-400,41.5,41.5,6420,42,39
,2015,17,20160103,1:00p,Cincinnati,Baltimore,CIN,BAL,24,16,8,-9.5,1,50,-400,355,41.5,41.5,8739,58,61
,2015,17,20160103,1:00p,New Orleans,Atlanta,NO,ATL,20,17,3,5.5,1,60,215,-235,52.5,52.5,5648,56,48
,2015,17,20160103,1:00p,Atlanta,New Orleans,ATL,NO,17,20,-3,-5.5,0,40,-235,215,52.5,52.5,4486,44,52
,2015,17,20160103,1:00p,Jacksonville,Houston,JAC,HOU,6,30,-24,6,0,43,230,-250,45.5,45.5,4459,31,25
,2015,17,20160103,1:00p,Houston,Jacksonville,HOU,JAC,30,6,24,-6,1,57,-250,230,45.5,45.5,9939,69,75
,2015,17,20160103,1:00p,Pittsburgh,Cleveland,PIT,CLE,28,12,16,-10.5,1,59,-525,450,47,47,13595,79,88
,2015,17,20160103,1:00p,Cleveland,Pittsburgh,CLE,PIT,12,28,-16,10.5,0,41,450,-525,47,47,3533,21,12
,2015,17,20160103,4:25p,Oakland,Kansas City,OAK,KC,17,23,-6,7,0,49,245,-290,43.5,43.5,10847,44,44
,2015,17,20160103,4:25p,Kansas City,Oakland,KC,OAK,23,17,6,-7,1,51,-290,245,43.5,43.5,13584,56,56
,2015,17,20160103,1:00p,Tennessee,Indianapolis,TEN,IND,24,30,-6,4,0,44,170,-200,39,39,997,33,38
,2015,17,20160103,1:00p,Indianapolis,Tennessee,IND,TEN,30,24,6,-4,1,56,-200,170,39,39,2004,67,62
,2015,17,20160103,1:00p,Washington,Dallas,WAS,DAL,34,23,11,4,1,63,180,-195,39.5,39.5,6094,61,55
,2015,17,20160103,1:00p,Dallas,Washington,DAL,WAS,23,34,-11,-4,0,37,-195,180,39.5,39.5,3880,39,45
,2015,17,20160103,1:00p,Detroit,Chicago,DET,CHI,24,20,4,-1,1,59,,,45,45,5516,64,72
,2015,17,20160103,1:00p,Chicago,Detroit,CHI,DET,20,24,-4,1,0,41,,,45,45,3045,36,28
,2015,17,20160103,1:00p,Philadelphia,N.Y. Giants,PHI,NYG,35,30,5,5.5,1,40,205,-225,51,51,3056,29,31
,2015,17,20160103,1:00p,N.Y. Giants,Philadelphia,NYG,PHI,30,35,-5,-5.5,0,0,-225,205,51,51,7356,71,69
,2015,17,20160103,8:30p,Minnesota,Green Bay,MIN,GB,20,13,7,3,1,41,135,-155,44,44,13555,36,37
,2015,17,20160103,8:30p,Green Bay,Minnesota,GB,MIN,13,20,-7,-3,0,59,-155,135,44,44,23865,64,63
,2015,17,20160103,4:25p,San Diego,Denver,SD,DEN,20,27,-7,11.5,0,53,380,-475,42,42,10118,48,39
,2015,17,20160103,4:25p,Denver,San Diego,DEN,SD,27,20,7,-11.5,1,47,-475,380,42,42,11059,52,61
,2015,17,20160103,4:25p,Los Angeles,San Francisco,LA,SF,16,19,-3,-3,0,55,-165,145,39.5,39.5,10215,65,62
,2015,17,20160103,4:25p,San Francisco,Los Angeles,SF,LA,19,16,3,3,1,45,145,-165,39.5,39.5,5614,35,38
,2015,17,20160103,4:25p,Seattle,Arizona,SEA,ARI,36,6,30,6,1,50,210,-250,46.5,46.5,13148,48,38
,2015,17,20160103,4:25p,Arizona,Seattle,ARI,SEA,6,36,-30,-6,0,50,-250,210,46.5,46.5,14254,52,62
,2015,18,20160110,1:05p,Seattle,Minnesota,SEA,MIN,10,9,1,-4.5,1,60,-225,185,40,40,34099,68,68
,2015,18,20160110,1:05p,Minnesota,Seattle,MIN,SEA,9,10,-1,4.5,0,40,185,-225,40,40,16208,32,32
,2015,18,20160110,4:40p,Green Bay,Washington,GB,WAS,35,18,17,1,1,53,108,-128,47.5,47.5,32341,53,54
,2015,18,20160110,4:40p,Washington,Green Bay,WAS,GB,18,35,-17,-1,0,47,-128,108,47.5,47.5,28273,47,46
,2015,19,20160116,4:35p,Kansas City,New England,KC,NE,20,27,-7,6,0,48,225,-265,44,44,26683,46,48
,2015,19,20160116,4:35p,New England,Kansas City,NE,KC,27,20,7,-6,1,52,-265,225,44,44,30893,54,52
,2015,19,20160116,8:15p,Green Bay,Arizona,GB,ARI,20,26,-6,7.5,0,46,250,-300,49.5,49.5,19234,39,37
,2015,19,20160116,8:15p,Arizona,Green Bay,ARI,GB,26,20,6,-7.5,1,54,-300,250,49.5,49.5,30485,61,63
,2015,19,20160117,1:05p,Seattle,Carolina,SEA,CAR,24,31,-7,2,0,40,117,-127,42.5,42.5,12801,37,41
,2015,19,20160117,1:05p,Carolina,Seattle,CAR,SEA,31,24,7,-2,1,60,-127,117,42.5,42.5,21856,63,59
,2015,19,20160117,4:40p,Pittsburgh,Denver,PIT,DEN,16,23,-7,7.5,0,45,250,-300,41,41,20605,35,42
,2015,19,20160117,4:40p,Denver,Pittsburgh,DEN,PIT,23,16,7,-7.5,1,55,-300,250,41,41,39074,65,58
,2015,20,20160124,3:05p,New England,Denver,NE,DEN,18,20,-2,-3,0,67,-155,145,44.5,44.5,30788,70,71
,2015,20,20160124,3:05p,Denver,New England,DEN,NE,20,18,2,3,1,33,145,-155,44.5,44.5,12906,30,29
,2015,20,20160124,6:40p,Arizona,Carolina,ARI,CAR,15,49,-34,3.5,0,44,150,-170,47,47,20047,35,33
,2015,20,20160124,6:40p,Carolina,Arizona,CAR,ARI,49,15,34,-3.5,1,56,-170,150,47,47,38020,65,67
,2015,22,20160207,6:30p,Carolina,Denver,CAR,DEN,10,24,-14,-4.5,0,54,-220,180,43.5,43.5,74011,63,62
,2015,22,20160207,6:30p,Denver,Carolina,DEN,CAR,24,10,14,4.5,1,46,180,-220,43.5,43.5,43641,37,38
,2016,1,20160908,7:30p,Carolina,Denver,CAR,DEN,20,21,-1,-3,0,67,-175,155,42,42,11246,71,74
,2016,1,20160908,7:30p,Denver,Carolina,DEN,CAR,21,20,1,3,1,33,155,-175,42,42,4628,29,26
,2016,1,20160911,12:00p,Tampa Bay,Atlanta,TB,ATL,31,24,7,2.5,1,47,120,-140,46.5,46.5,7117,50,49
,2016,1,20160911,12:00p,Atlanta,Tampa Bay,ATL,TB,24,31,-7,-2.5,0,53,-140,120,46.5,46.5,6994,50,51
,2016,1,20160911,12:00p,Minnesota,Tennessee,MIN,TEN,25,16,9,-1,1,50,-135,115,41,41,5687,45,46
,2016,1,20160911,12:00p,Tennessee,Minnesota,TEN,MIN,16,25,-9,1,0,50,115,-135,41,41,6930,55,54
,2016,1,20160911,12:00p,Cleveland,Philadelphia,CLE,PHI,10,29,-19,4,0,53,170,-200,41.5,41.5,4949,44,47
,2016,1,20160911,12:00p,Philadelphia,Cleveland,PHI,CLE,29,10,19,-4,1,47,-200,170,41.5,41.5,6319,56,53
,2016,1,20160911,12:00p,Cincinnati,N.Y. Jets,CIN,NYJ,23,22,1,-2.5,1,64,-140,120,41.5,41.5,7463,63,59
,2016,1,20160911,12:00p,N.Y. Jets,Cincinnati,NYJ,CIN,22,23,-1,2.5,0,36,120,-140,41.5,41.5,4419,37,41
,2016,1,20160911,12:00p,Oakland,New Orleans,OAK,NO,35,34,1,0,1,50,,,51,51,7355,54,52
,2016,1,20160911,12:00p,New Orleans,Oakland,NO,OAK,34,35,-1,0,0,50,,,51,51,6359,46,48
,2016,1,20160911,12:00p,San Diego,Kansas City,SD,KC,27,33,-6,7,0,55,250,-300,44.5,44.5,5449,38,53
,2016,1,20160911,12:00p,Kansas City,San Diego,KC,SD,33,27,6,-7,1,45,-300,250,44.5,44.5,9014,62,47
,2016,1,20160911,12:00p,Buffalo,Baltimore,BUF,BAL,7,13,-6,3,0,42,150,-170,44.5,44.5,4753,46,47
,2016,1,20160911,12:00p,Baltimore,Buffalo,BAL,BUF,13,7,6,-3,1,58,-170,150,44.5,44.5,5681,54,53
,2016,1,20160911,12:00p,Chicago,Houston,CHI,HOU,14,23,-9,7,0,41,220,-260,44,44,3673,25,37
,2016,1,20160911,12:00p,Houston,Chicago,HOU,CHI,23,14,9,-7,1,59,-260,220,44,44,11088,75,63
,2016,1,20160911,12:00p,Green Bay,Jacksonville,GB,JAC,27,23,4,-4.5,1,65,-220,180,48,48,11838,71,75
,2016,1,20160911,12:00p,Jacksonville,Green Bay,JAC,GB,23,27,-4,4.5,0,35,180,-220,48,48,4889,29,25
,2016,1,20160911,3:05p,Miami,Seattle,MIA,SEA,10,12,-2,11.5,0,53,415,-525,44,44,5604,31,44
,2016,1,20160911,3:05p,Seattle,Miami,SEA,MIA,12,10,2,-11.5,1,47,-525,415,44,44,12550,69,56
,2016,1,20160911,3:25p,N.Y. Giants,Dallas,NYG,DAL,20,19,1,0,1,58,,,45.5,45.5,9653,64,65
,2016,1,20160911,3:25p,Dallas,N.Y. Giants,DAL,NYG,19,20,-1,0,0,42,,,45.5,45.5,5474,36,35
,2016,1,20160911,3:25p,Detroit,Indianapolis,DET,IND,39,35,4,4,1,45,170,-200,51,51,5905,38,26
,2016,1,20160911,3:25p,Indianapolis,Detroit,IND,DET,35,39,-4,-4,0,55,-200,170,51,51,9841,62,74
,2016,1,20160911,7:30p,New England,Arizona,NE,ARI,23,21,2,7,1,42,215,-255,47.5,47.5,7281,45,53
,2016,1,20160911,7:30p,Arizona,New England,ARI,NE,21,23,-2,-7,0,58,-255,215,47.5,47.5,8886,55,47
,2016,1,20160912,6:10p,Pittsburgh,Washington,PIT,WAS,38,16,22,-3,1,63,-170,150,50,50,10877,66,70
,2016,1,20160912,6:10p,Washington,Pittsburgh,WAS,PIT,16,38,-22,3,0,37,150,-170,50,50,5495,34,30
,2016,1,20160912,9:20p,Los Angeles,San Francisco,LA,SF,0,28,-28,-2.5,0,60,-140,120,44,44,8304,60,60
,2016,1,20160912,9:20p,San Francisco,Los Angeles,SF,LA,28,0,28,2.5,1,40,120,-140,44,44,5505,40,40
,2016,2,20160915,7:25p,N.Y. Jets,Buffalo,NYJ,BUF,37,31,6,1,1,56,100,-120,40.5,40.5,16496,65,68
,2016,2,20160915,7:25p,Buffalo,N.Y. Jets,BUF,NYJ,31,37,-6,-1,0,44,-120,100,40.5,40.5,9036,35,32
,2016,2,20160918,12:00p,Tennessee,Detroit,TEN,DET,16,15,1,7,1,60,230,-270,48,48,5428,39,46
,2016,2,20160918,12:00p,Detroit,Tennessee,DET,TEN,15,16,-1,-7,0,40,-270,230,48,48,8350,61,54
,2016,2,20160918,12:00p,Kansas City,Houston,KC,HOU,12,19,-7,0,0,57,-105,-105,41.5,41.5,6142,47,40
,2016,2,20160918,12:00p,Houston,Kansas City,HOU,KC,19,12,7,0,1,43,-105,-105,41.5,41.5,6998,53,60
,2016,2,20160918,12:00p,Miami,New England,MIA,NE,24,31,-7,5.5,0,62,205,-245,42,42,5959,41,45
,2016,2,20160918,12:00p,New England,Miami,NE,MIA,31,24,7,-5.5,1,38,-245,205,42,42,8460,59,55
,2016,2,20160918,12:00p,Baltimore,Cleveland,BAL,CLE,25,20,5,-4,1,68,-200,170,42.5,42.5,10204,73,64
,2016,2,20160918,12:00p,Cleveland,Baltimore,CLE,BAL,20,25,-5,4,0,32,170,-200,42.5,42.5,3840,27,36
,2016,2,20160918,12:00p,Cincinnati,Pittsburgh,CIN,PIT,16,24,-8,3,0,57,145,-165,47.5,47.5,4685,36,50
,2016,2,20160918,12:00p,Pittsburgh,Cincinnati,PIT,CIN,24,16,8,-3,1,43,-165,145,47.5,47.5,8386,64,50
,2016,2,20160918,12:00p,Dallas,Washington,DAL,WAS,27,23,4,3,1,54,160,-185,47,47,6772,58,55
,2016,2,20160918,12:00p,Washington,Dallas,WAS,DAL,23,27,-4,-3,0,46,-185,160,47,47,4952,42,45
,2016,2,20160918,12:00p,New Orleans,N.Y. Giants,NO,NYG,13,16,-3,3.5,0,53,160,-185,54,54,6184,47,41
,2016,2,20160918,12:00p,N.Y. Giants,New Orleans,NYG,NO,16,13,3,-3.5,1,47,-185,160,54,54,7020,53,59
,2016,2,20160918,12:00p,San Francisco,Carolina,SF,CAR,27,46,-19,13,0,46,465,-630,44.5,44.5,5901,37,35
,2016,2,20160918,12:00p,Carolina,San Francisco,CAR,SF,46,27,19,-13,1,54,-630,465,44.5,44.5,10101,63,65
,2016,2,20160918,3:05p,Tampa Bay,Arizona,TB,ARI,7,40,-33,7.5,0,56,275,-335,49,49,8723,43,48
,2016,2,20160918,3:05p,Arizona,Tampa Bay,ARI,TB,40,7,33,-7.5,1,44,-335,275,49,49,11572,57,52
,2016,2,20160918,3:05p,Seattle,Los Angeles,SEA,LA,3,9,-6,-5.5,0,54,-245,205,38,38,12840,64,69
,2016,2,20160918,3:05p,Los Angeles,Seattle,LA,SEA,9,3,6,5.5,1,46,205,-245,38,38,7143,36,31
,2016,2,20160918,3:25p,Indianapolis,Denver,IND,DEN,20,34,-14,5.5,0,51,200,-240,47,47,10232,47,48
,2016,2,20160918,3:25p,Denver,Indianapolis,DEN,IND,34,20,14,-5.5,1,49,-240,200,47,47,11711,53,52
,2016,2,20160918,3:25p,Atlanta,Oakland,ATL,OAK,35,28,7,4,1,50,170,-200,47.5,47.5,6955,37,32
