game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,pick_sportsplays,spread_percentage_sportsplays,spread_percentage_vegas
,2013,13,20131201,1:00p,Philadelphia,Arizona,PHI,ARI,24,21,3,-3,1,40,-155,135,49,49,22777,43,59
,2013,13,20131201,1:00p,Miami,N.Y. Jets,MIA,NYJ,23,3,20,1,1,44,107,-127,40.5,40.5,18521,47,45
,2013,13,20131201,1:00p,N.Y. Jets,Miami,NYJ,MIA,3,23,-20,-1,0,56,-127,107,40.5,40.5,20757,53,55
,2013,13,20131201,4:05p,Atlanta,Buffalo,ATL,BUF,34,31,3,3,1,35,140,-160,46.5,46.5,17605,38,41
,2013,13,20131201,4:05p,Buffalo,Atlanta,BUF,ATL,31,34,-3,-3,0,65,-160,140,46.5,46.5,29253,62,59
,2013,13,20131201,4:05p,Los Angeles,San Francisco,LA,SF,13,23,-10,9.5,0,60,315,-380,42,42,34688,47,38
,2013,13,20131201,4:05p,San Francisco,Los Angeles,SF,LA,23,13,10,-9.5,1,40,-380,315,42,42,39826,53,62
,2013,13,20131201,1:00p,New England,Houston,NE,HOU,34,31,3,-9,1,63,-345,285,47,47,52741,80,64
,2013,13,20131201,1:00p,Houston,New England,HOU,NE,31,34,-3,9,0,37,285,-345,47,47,13326,20,36
,2013,13,20131201,8:30p,N.Y. Giants,Washington,NYG,WAS,24,17,7,1,1,59,,,45,45,39667,71,68
,2013,13,20131201,8:30p,Washington,N.Y. Giants,WAS,NYG,17,24,-7,-1,0,41,,,45,45,16318,29,32
,2013,13,20131202,8:40p,New Orleans,Seattle,NO,SEA,7,34,-27,6.5,0,57,245,-265,48.5,48.5,41760,58,57
,2013,13,20131202,8:40p,Seattle,New Orleans,SEA,NO,34,7,27,-6.5,1,43,-265,245,48.5,48.5,30305,42,43
,2013,14,20131205,8:25p,Houston,Jacksonville,HOU,JAC,20,27,-7,-3,0,51,-163,153,43.5,43.5,18968,52,46
,2013,14,20131205,8:25p,Jacksonville,Houston,JAC,HOU,27,20,7,3,1,49,153,-163,43.5,43.5,17596,48,54
,2013,14,20131208,1:00p,Kansas City,Washington,KC,WAS,45,10,35,-3,1,70,-165,145,44.5,44.5,40661,82,74
,2013,14,20131208,1:00p,Washington,Kansas City,WAS,KC,10,45,-35,3,0,30,145,-165,44.5,44.5,8738,18,26
,2013,14,20131208,1:00p,Minnesota,Baltimore,MIN,BAL,26,29,-3,7.5,0,47,230,-270,42,42,14052,27,38
,2013,14,20131208,1:00p,Baltimore,Minnesota,BAL,MIN,29,26,3,-7.5,1,53,-270,230,42,42,38710,73,62
,2013,14,20131208,1:00p,Cleveland,New England,CLE,NE,26,27,-1,13,0,46,,,46,46,9403,20,31
,2013,14,20131208,1:00p,New England,Cleveland,NE,CLE,27,26,1,-13,1,54,,,46,46,38531,80,69
,2013,14,20131208,1:00p,Oakland,N.Y. Jets,OAK,NYJ,27,37,-10,2.5,0,57,135,-155,40,40,20859,61,54
,2013,14,20131208,1:00p,N.Y. Jets,Oakland,NYJ,OAK,37,27,10,-2.5,1,43,-155,135,40,40,13427,39,46
,2013,14,20131208,1:00p,Indianapolis,Cincinnati,IND,CIN,28,42,-14,7,0,39,230,-270,43,43,21823,42,44
,2013,14,20131208,1:00p,Cincinnati,Indianapolis,CIN,IND,42,28,14,-7,1,61,-270,230,43,43,30494,58,56
,2013,14,20131208,8:30p,Carolina,New Orleans,CAR,NO,13,31,-18,3,0,35,135,-155,46,46,19291,28,35
,2013,14,20131208,8:30p,New Orleans,Carolina,NO,CAR,31,13,18,-3,1,65,-155,135,46,46,49154,72,65
,2013,14,20131208,1:00p,Detroit,Philadelphia,DET,PHI,20,34,-14,2.5,0,48,122,-142,53.5,53.5,24019,52,47
,2013,14,20131208,1:00p,Philadelphia,Detroit,PHI,DET,34,20,14,-2.5,1,52,-142,122,53.5,53.5,22354,48,53
,2013,14,20131208,1:00p,Miami,Pittsburgh,MIA,PIT,34,28,6,3,1,38,150,-170,40.5,40.5,14765,33,47
,2013,14,20131208,1:00p,Pittsburgh,Miami,PIT,MIA,28,34,-6,-3,0,62,-170,150,40.5,40.5,29632,67,53
,2013,14,20131208,1:00p,Buffalo,Tampa Bay,BUF,TB,6,27,-21,1.5,0,42,120,-140,42,42,14661,43,48
,2013,14,20131208,1:00p,Tampa Bay,Buffalo,TB,BUF,27,6,21,-1.5,1,58,-140,120,42,42,19745,57,52
,2013,14,20131208,4:05p,Tennessee,Denver,TEN,DEN,28,51,-23,13,0,47,450,-600,48.5,48.5,16442,30,35
,2013,14,20131208,4:05p,Denver,Tennessee,DEN,TEN,51,28,23,-13,1,53,-600,450,48.5,48.5,38769,70,65
,2013,14,20131208,4:25p,Los Angeles,Arizona,LA,ARI,10,30,-20,7,0,50,230,-270,41.5,41.5,19752,46,42
,2013,14,20131208,4:25p,Arizona,Los Angeles,ARI,LA,30,10,20,-7,1,50,-270,230,41.5,41.5,23148,54,58
,2013,14,20131208,4:25p,N.Y. Giants,San Diego,NYG,SD,14,37,-23,3,0,40,153,-173,47.5,47.5,23807,48,44
,2013,14,20131208,4:25p,San Diego,N.Y. Giants,SD,NYG,37,14,23,-3,1,60,-173,153,47.5,47.5,26152,52,56
,2013,14,20131208,4:25p,Seattle,San Francisco,SEA,SF,17,19,-2,2.5,0,47,125,-145,41.5,41.5,29267,48,47
,2013,14,20131208,4:25p,San Francisco,Seattle,SF,SEA,19,17,2,-2.5,1,53,-145,125,41.5,41.5,31875,52,53
,2013,14,20131208,1:00p,Atlanta,Green Bay,ATL,GB,21,22,-1,3,0,49,150,-160,45,45,12500,45,38
,2013,14,20131208,1:00p,Green Bay,Atlanta,GB,ATL,22,21,1,-3,1,51,-160,150,45,45,15421,55,62
,2013,14,20131209,8:40p,Dallas,Chicago,DAL,CHI,28,45,-17,1.5,0,55,110,-120,49.5,49.5,31891,65,59
,2013,14,20131209,8:40p,Chicago,Dallas,CHI,DAL,45,28,17,-1.5,1,45,-120,110,49.5,49.5,17532,35,41
,2013,15,20131212,8:25p,San Diego,Denver,SD,DEN,27,20,7,10,1,45,435,-500,57,57,15532,35,49
,2013,15,20131212,8:25p,Denver,San Diego,DEN,SD,20,27,-7,-10,0,55,-500,435,57,57,29417,65,51
,2013,15,20131215,1:00p,Washington,Atlanta,WAS,ATL,26,27,-1,7.5,0,52,250,-300,49.5,49.5,14106,45,55
,2013,15,20131215,1:00p,Atlanta,Washington,ATL,WAS,27,26,1,-7.5,1,48,-300,250,49.5,49.5,17018,55,45
,2013,15,20131215,1:00p,San Francisco,Tampa Bay,SF,TB,33,14,19,-5,1,61,-230,190,41,41,27317,76,68
,2013,15,20131215,1:00p,Tampa Bay,San Francisco,TB,SF,14,33,-19,5,0,39,190,-230,41,41,8531,24,32
,2013,15,20131215,4:25p,Arizona,Tennessee,ARI,TEN,37,34,3,-2.5,1,63,-145,125,42,42,19581,69,60
